Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
1,9,2799.0,4.288677031682191,0.44532664153329504,11.3,2.600836116795061,1.5040773967762742,1,0.723,3
9,9,2912.0,4.407694381422459,0.4027948795522855,8.6,2.513251122797143,1.5260563034950492,1,0.931,2
13,8,2961.0,4.226687749209813,0.48304324275353905,5.2,2.9404837993235127,1.3862943611198906,1,0.474,3
3,4,2672.5,4.351309662011821,0.47871556984775704,1.1,3.0978374964911444,1.3609765531356006,1,0.897,3
1,5,2843.0,4.153713494028934,0.38730113748049316,-1.4,2.8213788864092133,1.4350845252893227,1,0.209,2
7,9,2896.5,4.327306422473649,0.3981047537018719,8.9,2.608229865819999,1.4586150226995167,1,0.567,2
13,4,2798.0,4.268297869345539,0.47871556984775704,12.3,2.6567569067146595,1.5260563034950492,1,0.386,2
0,0,2922.0,4.6155164780422355,0.5664495275139878,1.8,2.451005098112319,1.552870507664608,2,0.538,8
7,6,2959.5,4.499809670330265,0.47436908675537554,3.223,2.5353620932764938,1.4745341499692988,1,0.692,2
12,6,3044.0,3.7302133176069137,0.6626879730752367,-0.242,2.0072739933777735,1.5832992548244056,2,0.795,5
7,9,2897.0,4.331522502500114,0.3927175352856617,8.8,2.5881399044296525,1.4350845252893227,1,0.533,2
4,9,2885.5,3.1480240838962494,0.7183274790902435,5.0,1.7774914974303502,1.552870507664608,2,0.563,8
9,0,3014.5,4.198103796512953,0.36533731701738503,9.3,2.9562115153917077,1.552870507664608,1,0.083,2
12,4,2824.0,3.9996675152801924,0.696641069814201,3.4,2.174751721484161,1.589235205116581,2,0.559,6
2,0,2959.0,3.1480240838962494,0.7006191953986463,3.0,2.1174596088673567,1.552870507664608,2,0.714,8
0,8,2817.0,3.643882088183201,0.7183274790902435,1.1,2.0268315914075385,1.7404661748405046,2,0.488,6
3,8,2841.0,4.038831852291842,0.511025603768657,1.8,2.4243601499199667,1.3862943611198906,1,0.408,1
0,1,2927.0,3.991296186322654,0.6021277821727766,1.122,1.7774914974303502,1.6110366337977975,2,1.0,8
10,1,3085.5,4.6155164780422355,0.4953058121079539,7.388,2.4743511358484835,1.4655675420143985,2,0.033,7
10,1,3070.0,3.639242681672834,0.23507212217948356,2.082,3.003601231932686,1.552870507664608,2,0.467,9
12,2,2834.0,4.23020033471485,0.5846809198426582,-1.4,2.4423470353692043,1.545645779346321,2,0.235,8
5,5,2925.0,4.481419378551917,0.4054651081081644,7.2,2.5668705876394307,1.410986973710262,1,0.778,3
9,2,2747.5,4.515289241178651,0.3210536763299304,-1.4,3.093312601892855,1.2950011026734998,1,0.071,2
6,1,3030.5,3.248434627109745,0.6264730472919525,0.838,2.4112601096197017,1.7062015808664084,2,0.857,6
7,4,2736.0,4.241182857326236,0.4193680132771558,2.8,2.5416019934645457,1.4586150226995167,1,0.2,2
1,8,2782.5,4.381401439279963,0.47436908675537554,12.0,2.576801914492256,1.4816045409242156,1,0.742,2
12,0,3111.0,4.6155164780422355,0.3314596947976687,12.4,2.9849240748373878,1.552870507664608,1,0.198,2
1,9,2800.0,4.511957804265912,0.4180522236136358,12.4,2.8653388096203956,1.4350845252893227,1,0.681,2
12,9,2991.5,3.912023005428146,0.6570017339235921,2.4,2.0392703769905594,1.667706820558076,2,0.716,5
12,9,3007.0,3.9996675152801924,0.6861225656229808,7.2,2.211565694606877,1.7227665977411035,2,0.412,5
4,1,3015.0,4.235916459842499,0.4824261492442927,1.744,2.2675794837952306,1.4024137429997738,2,0.467,6
3,9,2841.5,4.486949554600661,0.49469624183610705,9.6,3.1048108685802283,1.308332819650179,1,0.923,3
1,4,2613.5,4.285102653392156,0.5405785819153384,11.5,2.505525936990736,1.5260563034950492,1,0.887,2
1,9,2807.5,4.557868912870078,0.3060130291365044,12.4,3.1048108685802283,1.3862943611198906,1,0.319,2
12,9,3020.5,3.4864572256129787,0.5429055172294023,1.6,2.445385891625717,1.552870507664608,2,0.137,9
0,9,2835.5,4.240319050765182,0.6173454671436633,8.3,2.268511112660294,1.754576678100339,2,0.167,6
1,4,2632.0,4.165889729385197,0.38185524246903063,4.3,2.489064659936664,1.410986973710262,1,0.189,2
2,3,3000.5,3.1480240838962494,0.5140205146625099,0.357,2.663227157493889,1.552870507664608,2,0.73,8
12,8,2992.5,3.7567717201568547,0.6275414234619514,2.0,2.286963712091089,1.547562508716013,2,0.448,6
7,4,2726.5,4.481419378551917,0.23507212217948356,-1.3,3.1048108685802283,1.2950011026734998,1,0.743,3
12,5,3029.5,3.726656818447966,0.5944312076207876,3.5,2.256541154492639,1.547562508716013,2,0.865,6
0,3,2961.5,3.888303918807553,0.6825916666204286,7.043,2.319884590072107,1.552870507664608,2,0.512,4
1,2,2584.5,4.479062597185476,0.4122929744193872,9.6,2.6946271807700692,1.4240717254539206,1,0.711,2
10,6,3003.5,4.6155164780422355,0.24764102291459722,4.109,2.7149596094031447,1.754576678100339,2,0.556,8
9,2,2736.5,4.126601985280969,0.23507212217948356,3.6,2.785011242238338,1.3402504226184837,1,0.464,1
12,8,3007.0,3.264231526588998,0.7183274790902435,-1.4,1.7774914974303502,1.754576678100339,2,0.03,8
10,8,2941.0,4.093844437180419,0.5187937934151675,0.6,2.445385891625717,1.6863989535702288,2,0.458,8
10,4,2775.5,3.538347219809389,0.34924742810993575,5.7,2.3749057545736716,1.7047480922384253,2,0.306,7
1,4,2619.5,4.189427443468793,0.3293037471426004,8.2,2.5668705876394307,1.33500106673234,1,0.66,2
0,1,2949.5,4.082288849941366,0.6512829764612464,3.905,2.2302294308019053,1.5748464676644813,2,0.5,5
5,2,2683.5,4.123223521772477,0.5640490840542753,4.2,2.0794415416798357,1.499399807225163,1,0.481,1
9,6,2982.0,4.355913638816629,0.501381164937991,1.622,2.254864356782634,1.4175507507704448,1,0.375,2
1,8,2776.5,4.4327197489894,0.46499108742219125,12.3,2.6634014494333282,1.4816045409242156,1,0.935,2
10,4,2780.5,4.506012614454873,0.5074198306311578,2.0,1.7774914974303502,1.7404661748405046,2,0.028,6
0,1,2932.0,3.956633016346615,0.592774206413158,3.982,2.3962575688566807,1.471554205070714,2,0.891,5
3,4,2677.5,4.200204952921578,0.5515836162381584,7.4,2.681021528714291,1.410986973710262,1,0.641,2
1,3,2921.0,4.1384890312062845,0.5492768101402434,4.292,2.5677147609753153,1.552870507664608,1,0.889,1
1,1,2926.0,4.2520603082138555,0.5504308783583501,4.784,2.6760089868907464,1.3887912413184778,1,0.1,3
13,0,3055.0,4.490881039585964,0.4542552722775964,11.2,2.6710403754683094,1.552870507664608,1,0.34,2
5,9,2881.5,4.262820712194002,0.43372857338102383,-1.4,2.5668705876394307,1.33500106673234,1,0.036,3
0,8,2809.0,4.04567939024082,0.6754922453212246,12.2,2.2874714551839976,1.5040773967762742,2,0.86,6
9,5,2965.0,4.161379963558259,0.461845441544272,2.2,2.3513752571634776,1.4350845252893227,1,0.3,2
1,4,2615.5,4.241326752570746,0.5405785819153384,7.8,2.379546134130174,1.547562508716013,1,0.811,2
9,3,3057.5,4.203169071321089,0.4252677354043441,11.995,2.748648170530718,1.552870507664608,1,0.222,2
12,8,3000.0,4.6155164780422355,0.6585557357903263,4.6,2.294048761971759,1.6094379124341003,2,0.224,5
12,5,3027.0,3.527830032595521,0.5922212619699848,2.5,2.180417459019838,1.5040773967762742,2,0.921,6
12,4,2810.5,3.1480240838962494,0.6916460544336782,11.1,1.7774914974303502,1.4816045409242156,2,0.956,8
12,5,3040.0,3.9529729917571004,0.6971392018294827,1.3,2.0347056478384444,1.6094379124341003,2,0.629,6
10,6,3001.0,4.189654742026425,0.23507212217948356,1.096,2.65745841498615,1.552870507664608,2,0.694,8
13,3,3104.0,4.125261664856822,0.555033878430311,12.4,2.590654590387091,1.552870507664608,1,0.368,3
2,4,2690.5,3.7054907199191334,0.5833323145527387,-1.4,2.0014800002101243,1.5260563034950492,2,0.957,8
6,4,2740.5,3.2646137165420543,0.6037693694087286,-1.4,2.0980179272527715,1.7404661748405046,2,0.444,8
10,4,2770.0,3.342154841028372,0.23507212217948356,7.6,2.624668592163159,1.6486586255873816,2,0.611,7
10,5,2997.0,3.9394436010041383,0.29713723122253605,-1.4,2.9601050959108397,1.7227665977411035,2,0.279,9
0,2,2628.0,4.464401236751676,0.7183274790902435,2.3,1.9095425048844386,1.7136177313437642,2,0.136,5
13,6,3014.0,4.6155164780422355,0.4061315526513249,9.149,2.888926269236182,1.4424383717379303,1,0.974,3
5,6,2933.0,4.3921378436745755,0.5164100020598913,4.893,2.6019486702196644,1.4060969884160703,1,0.955,2
12,0,3109.0,4.51852237926242,0.4855078157817008,12.4,2.7376090033437546,1.552870507664608,2,0.233,4
13,2,2796.5,4.368181227851829,0.48180183094138174,10.1,2.5764217586237734,1.5357913722658016,1,0.371,2
13,5,3015.0,4.181592022453,0.49652383905513103,8.6,2.5726122302071057,1.547562508716013,1,0.415,2
13,9,2958.0,4.375002019736917,0.4081282255276481,12.4,2.6956401810255284,1.62924053973028,1,0.667,3
7,9,2899.0,4.55650501400681,0.3832194991608447,9.0,2.7219531062712017,1.4586150226995167,1,0.4,2
5,3,3020.0,3.9032244110717964,0.5675839575845996,11.775,2.488691146205692,1.552870507664608,1,0.143,2
10,1,3058.5,4.6155164780422355,0.3393253056036194,5.099,2.8471742589128417,1.4958211856471328,2,0.85,7
10,3,3070.0,3.378167552547464,0.6349882663864131,10.178,2.6999508228455604,1.552870507664608,2,0.979,8
3,1,2979.5,4.070103097849066,0.6248683398066509,1.903,2.454962773414928,1.3107622985074538,1,0.5,2
13,5,3012.0,4.379022125653583,0.47187687362741587,12.4,2.8678989020441064,1.4816045409242156,1,0.561,2
7,0,2988.0,4.5582882000879605,0.2851789422336624,8.8,2.9530856988325183,1.552870507664608,1,1.0,3
12,6,3056.0,4.189427443468793,0.6559643894322293,2.713,2.200441619325342,1.6148233847104383,2,0.58,4
3,6,2911.5,4.6155164780422355,0.4259211166755467,6.429,3.1048108685802283,1.346513491108046,1,0.647,3
12,3,3130.0,3.1480240838962494,0.7085282825982476,2.503,2.271455557797125,1.552870507664608,2,0.548,9
12,9,2999.5,4.324000197151533,0.669878553620591,4.8,1.965712776351493,1.6486586255873816,2,0.569,5
13,4,2785.0,4.327702435943282,0.4434029474485566,9.2,3.0587070727153796,1.3862943611198906,1,0.877,3
12,4,2840.0,4.388008706351429,0.524136637825663,7.7,3.1048108685802283,1.2950011026734998,2,0.074,8
11,9,2933.5,4.5803650670691205,0.33002291294130587,8.2,3.0652583362026014,1.410986973710262,1,0.588,3
1,4,2626.5,4.0812593226734455,0.30895420772732063,4.9,2.691243082785829,1.5040773967762742,1,0.396,2
0,0,2920.5,4.2740237421222265,0.5607579925141997,5.9,2.4300984132930052,1.552870507664608,2,0.585,8
13,4,2801.5,4.2937417198063095,0.49041881398832804,10.1,2.583997552432231,1.547562508716013,1,0.263,3
1,3,2918.5,4.315031765849604,0.5704144151776482,5.226,2.513494106639913,1.552870507664608,1,1.0,1
0,5,2850.0,3.2846635654062037,0.28818194749343196,7.7,2.4807312783775197,1.62924053973028,2,0.939,7
3,1,2982.5,4.191546890178463,0.4749911707567746,4.3,2.5668705876394307,1.2950011026734998,1,0.25,2
7,2,2701.5,4.1399232258332646,0.4889048522373325,3.3,2.277267285009756,1.4469189829363254,1,0.8,1
9,2,2744.5,4.3318905651800845,0.23507212217948356,4.8,2.856470206220483,1.3548036940285197,1,0.179,1
5,6,2937.0,4.437496818699927,0.4285303810391605,6.867,2.901751210083097,1.4683350714561003,1,0.591,3
7,5,2944.5,4.37462430490712,0.47871556984775704,-1.4,3.1048108685802283,1.3862943611198906,1,0.762,3
3,5,2894.0,4.1893516658004355,0.5469646703818639,7.3,2.505525936990736,1.547562508716013,1,0.645,3
12,8,2981.0,3.405189402931693,0.4311328548567422,6.0,2.7523860149222616,1.3609765531356006,2,0.791,7
10,8,2935.0,3.4518904959776733,0.23507212217948356,12.2,3.1048108685802283,1.3862943611198906,2,0.958,7
12,2,2832.5,4.092208950091679,0.6685897147243397,0.7,2.0476928433652555,1.7034745543604835,2,0.279,6
12,2,2818.5,4.062045174671624,0.6447297794557284,0.9,1.9671123567059163,1.663168234855068,2,0.691,5
7,9,2903.0,4.58751525074937,0.38117241553911985,9.1,2.780990825503925,1.5040773967762742,1,0.133,3
11,2,2762.0,4.614526280912116,0.4227875406940043,-1.4,2.5668705876394307,1.4209373045634301,1,0.423,3
7,8,2890.0,4.253909131893439,0.30306317449008324,8.1,2.8329191831480793,1.308332819650179,1,0.409,2
0,5,2856.0,4.462107803146254,0.545227050483323,5.8,2.341805806147327,1.5260563034950492,2,0.793,4
4,9,2889.0,3.6951100038645723,0.6312717768418579,3.9,1.9322457868612555,1.552870507664608,2,0.125,6
1,8,2789.0,4.0285608216760975,0.26313319953036823,1.7,2.8276094361598494,1.33500106673234,1,0.532,1
13,8,2968.5,4.345232973844869,0.4811908186362999,4.3,3.1048108685802283,1.3862943611198906,1,0.211,3
12,2,2821.5,4.6155164780422355,0.6674914729298971,6.1,2.0731719286662407,1.5929019437940009,2,0.603,5
13,8,2963.0,4.221857882521061,0.4737466155245699,4.4,2.8610573702273894,1.4350845252893227,1,0.404,3
4,1,3016.0,4.6155164780422355,0.32425505268262117,5.89,2.8060839413735756,1.2963696535919036,2,0.4,7
3,2,2652.5,4.129422088834797,0.23507212217948356,4.2,2.9601050959108397,1.2955487478131456,1,0.348,1
3,8,2847.5,4.388629785807454,0.38594244161930047,8.1,2.918581214365576,1.2950011026734998,1,0.143,1
9,9,2914.0,4.145196092379535,0.3694924476493468,6.8,2.5805955457490954,1.4816045409242156,1,0.793,2
0,6,2898.5,3.7051464265778082,0.368801123736573,0.486,2.6136662588740585,1.754576678100339,2,0.224,8
7,2,2713.0,4.297543876213904,0.362196160432877,4.4,2.5952547069568657,1.3880428316540074,1,0.34,1
3,2,2648.5,3.940707639288055,0.32678184031070573,3.5,2.3174737054877963,1.4733890679708244,1,0.47,1
11,0,3019.5,4.571406555835282,0.32063317259146684,9.7,3.1048108685802283,1.552870507664608,1,0.75,3
0,8,2822.0,4.126166174545057,0.7183274790902435,-1.4,1.8656293177945105,1.754576678100339,2,0.233,6
13,3,3105.5,4.230680352179247,0.5567545556543905,12.4,2.5844125606440316,1.552870507664608,1,0.263,2
0,4,2649.0,4.189427443468793,0.588342066193819,8.0,2.5257286443082556,1.547562508716013,2,0.642,4
10,7,3063.0,3.7770734648498525,0.3569748989477303,3.075,3.0076114360840687,1.552870507664608,2,0.7,9
13,1,3088.5,4.324966745391994,0.41277168329060254,-1.4,2.5668705876394307,1.552870507664608,1,0.882,3
1,8,2793.0,4.1535564218539465,0.3285840637722067,1.7,3.0509304340187535,1.2950011026734998,1,0.403,1
8,4,2756.0,3.4534735262275262,0.5294510878891555,4.2,2.0014800002101243,1.62924053973028,2,0.571,8
2,3,3011.0,4.0232781137882405,0.7139297197424739,3.961,2.330637907436081,1.552870507664608,2,0.162,8
11,5,2981.0,4.555769835692964,0.38117241553911985,11.8,3.1048108685802283,1.5040773967762742,1,0.077,3
13,2,2798.0,4.3918036831878,0.48360012714643935,0.7,3.084200921541599,1.4804675311371402,1,0.323,2
7,3,3037.5,4.129051900275834,0.5584722772333437,8.198,2.4514360397264006,1.552870507664608,1,0.545,2
2,8,2854.0,3.344979701663927,0.7183274790902435,-1.4,1.8115620965242347,1.589235205116581,2,0.538,8
3,9,2856.5,4.506454213048934,0.3852624007906449,4.4,3.065957718443488,1.4586150226995167,1,0.154,3
13,2,2804.0,4.452240427199988,0.42219374101131285,4.3,2.5668705876394307,1.2950011026734998,1,0.129,2
0,1,2951.5,3.7120587270613417,0.6951451832226183,-1.114,2.057579294822701,1.630220451616629,2,0.457,6
10,4,2771.5,3.596215769250517,0.23507212217948356,10.4,2.970414465569701,1.5260563034950492,2,0.528,7
1,6,2862.0,4.194385956402327,0.3548733219921042,2.439,2.7473991111661213,1.3368414774003603,1,0.614,2
10,3,3080.5,4.166262041759575,0.23507212217948356,10.509,3.1048108685802283,1.552870507664608,2,0.532,6
12,2,2818.0,3.95218558258055,0.6478763551714504,-0.9,2.122261538862764,1.6948813942515677,2,0.706,5
9,5,2962.5,4.256605125012738,0.47561286801024616,6.2,2.5257286443082556,1.410986973710262,1,0.55,2
2,4,2690.0,3.9435216724875173,0.5405785819153384,-0.2,2.8390784635086144,1.4816045409242156,2,1.0,8
9,2,2722.0,4.297190163588118,0.3738494521258562,11.2,2.714694743820879,1.506962120844864,1,0.982,2
0,4,2641.5,3.9583339082913964,0.5777363290486176,10.1,2.2874714551839976,1.5686159179138452,2,0.866,8
10,4,2769.5,3.1480240838962494,0.23507212217948356,5.7,2.649714624089247,1.6863989535702288,2,0.639,7
5,9,2879.0,4.175002465239555,0.43372857338102383,5.7,2.3960754360813845,1.6094379124341003,1,0.214,2
0,9,2815.0,3.790758917935107,0.5318040301511824,7.3,2.041869468772079,1.6094379124341003,2,0.981,8
7,8,2891.0,4.173771695853422,0.2836740510542421,5.1,2.9314603835338504,1.2950011026734998,1,0.364,2
0,1,2952.5,3.811517352496502,0.7119689348005331,1.152,1.9633289849962168,1.5896432851059208,2,0.435,8
12,5,3043.5,3.9041924263129575,0.6360475885193725,2.9,2.180417459019838,1.589235205116581,2,0.551,6
4,8,2875.0,3.3958497753355603,0.44916296337388373,-1.3,1.7774914974303502,1.7404661748405046,2,0.429,6
1,8,2786.5,4.013134506796558,0.29565024210095775,1.1,2.7778871606909896,1.2950011026734998,1,0.613,1
13,9,2963.0,4.45295097301058,0.41012091964435843,11.3,2.730137797566215,1.589235205116581,1,0.491,3
4,9,2886.0,3.255400599550573,0.7183274790902435,5.1,1.7774914974303502,1.552870507664608,2,0.5,8
5,8,2863.0,4.20484186198508,0.5458065926612362,10.4,2.5209170873110334,1.4350845252893227,1,0.676,2
3,3,2995.0,3.6286781801731425,0.6275414234619514,7.538,2.463257318382944,1.552870507664608,1,0.04,2
4,5,2941.0,3.8273361972609523,0.5844477636366044,-0.4,1.7774914974303502,1.589235205116581,2,0.111,6
0,8,2812.0,4.1940390562533,0.6976370858327973,1.4,1.820508882514041,1.552870507664608,2,0.721,6
0,1,2941.0,4.6155164780422355,0.4574248470388754,3.915,2.605648267484129,1.4377001491797907,2,0.696,6
13,0,3052.5,4.571199666416938,0.4599532933922341,12.4,2.7479117345273405,1.552870507664608,1,0.434,2
2,8,2853.0,3.370738174177447,0.6312717768418579,-1.4,2.4073954573463907,1.5260563034950492,2,0.692,8
3,4,2675.5,4.3067641501733345,0.5128236264286639,0.1,3.1048108685802283,1.2950011026734998,1,0.744,2
2,5,2912.5,3.6617651616223643,0.461845441544272,5.0,2.2925347571405443,1.589235205116581,2,0.579,7
3,0,2950.0,4.074991833706286,0.4388998841944018,4.7,2.3537533795684453,1.552870507664608,1,0.344,2
10,4,2777.0,3.810211739281461,0.4014570867106256,2.6,2.6602595372658615,1.7404661748405046,2,0.222,7
1,3,2927.0,4.213667152895981,0.5170064828410719,11.995,2.8491156413808127,1.552870507664608,1,0.622,2
3,2,2659.5,4.5681223105123525,0.23507212217948356,-1.4,2.5668705876394307,1.2950011026734998,1,0.136,2
10,4,2766.0,3.1480240838962494,0.406797553341943,5.1,2.5687881337687024,1.6863989535702288,2,0.833,8
4,4,2717.0,3.238286218388024,0.6339278208999741,-0.4,2.028148247292285,1.754576678100339,2,0.474,8
0,1,2964.0,3.94097968468245,0.5905605917848442,6.166,2.457877977400081,1.4209373045634301,2,0.196,6
0,2,2624.5,4.357567432341217,0.7183274790902435,4.6,1.9740810260220096,1.6492353823081665,2,0.295,6
1,3,2932.0,4.2091899538911415,0.43954442176102704,8.473,2.542034970582565,1.552870507664608,1,0.4,3
12,9,3028.0,3.885679030088544,0.5955343516929448,1.6,2.1210632163706555,1.552870507664608,2,0.01,8
0,9,2834.0,3.840956556994286,0.6544063522435148,1.1,2.286455711064162,1.7404661748405046,2,0.222,6
5,1,3004.0,4.324132656254979,0.4285303810391605,4.3,2.5668705876394307,1.552870507664608,1,0.583,3
1,8,2805.5,3.8509983035903717,0.49774038421733524,4.3,2.5668705876394307,1.2950011026734998,1,0.01,3
5,4,2709.0,4.356580613342406,0.4252677354043441,-1.4,3.1048108685802283,1.2950011026734998,1,0.304,3
1,5,2843.5,4.21803603456465,0.38594244161930047,-1.4,3.1048108685802283,1.4350845252893227,1,0.186,2
1,5,2841.0,4.233961566558017,0.4330802751411378,6.1,2.731115474033206,1.410986973710262,1,0.302,3
12,3,3133.0,4.189866840744023,0.5170064828410719,9.904,2.588590761064882,1.552870507664608,2,0.476,4
9,4,2752.5,4.330601752681694,0.4252677354043441,2.7,2.583997552432231,1.5040773967762742,1,0.13,3
13,8,2965.5,4.314817884980432,0.4916428043492167,4.3,3.1048108685802283,1.3609765531356006,1,0.316,3
1,6,2871.0,4.406719247264253,0.39608794629556743,3.352,2.5894168039909875,1.3706729802169337,1,0.205,2
9,6,2984.0,4.6155164780422355,0.4180522236136358,4.313,2.6509153163972137,1.449269160281279,1,0.208,2
12,8,2994.0,3.879499813722586,0.6270073780554003,2.4,2.2380465718564744,1.5040773967762742,2,0.403,6
12,4,2813.5,3.585738695194423,0.7183274790902435,2.8,1.7774914974303502,1.7047480922384253,2,0.868,6
7,2,2696.5,4.6155164780422355,0.5204987653146638,6.6,2.5952547069568657,1.4816045409242156,1,1.0,3
12,5,3025.0,3.1480240838962494,0.6502396795486689,0.4,2.0794415416798357,1.667706820558076,2,0.966,6
12,4,2821.5,3.7285808209654885,0.6916460544336782,1.8,1.9459101490553132,1.754576678100339,2,0.632,6
12,9,3005.0,3.9821086129948338,0.6637183698691331,7.6,2.179286876649552,1.754576678100339,2,0.461,5
8,1,3049.5,3.8692407575327046,0.5607579925141997,2.612,1.7774914974303502,1.664872619322201,2,0.286,6
3,1,2974.0,4.324966745391994,0.5760514086836982,-0.666,2.5668705876394307,1.2950011026734998,1,1.0,3
1,2,2593.0,4.039800375369972,0.23507212217948356,4.0,3.0492730404820207,1.2950011026734998,1,0.474,1
13,4,2795.5,4.38414938005486,0.37500590062345585,2.8,3.1048108685802283,1.410986973710262,1,0.509,2
1,8,2781.5,4.248923721667427,0.4848922417394862,10.0,2.543175557911976,1.4350845252893227,1,0.774,2
0,0,2913.0,4.177612831405111,0.2615947376884625,7.4,2.8204856304319983,1.552870507664608,2,0.815,4
7,1,3028.0,4.385931500751093,0.5423242908253617,-1.4,2.5668705876394307,1.2950011026734998,1,0.214,2
0,4,2643.0,4.066459358732565,0.5515836162381584,12.3,2.4807312783775197,1.547562508716013,2,0.821,6
0,0,2932.0,3.745732265706719,0.5318040301511824,2.8,2.5172931654871538,1.552870507664608,2,0.231,5
3,2,2647.5,3.9209232802148657,0.40350848583731114,1.1,2.307572634505085,1.4588475538015993,1,0.5,1
9,9,2918.0,4.191471272952824,0.3285840637722067,10.4,2.7785086647507713,1.4350845252893227,1,0.517,2
12,8,3003.5,4.240607069200353,0.6714126884139392,6.9,2.3933394562625097,1.667706820558076,2,0.134,4
1,9,2804.5,4.207673247529104,0.29416103854949005,6.8,2.780990825503925,1.3862943611198906,1,0.468,2
1,4,2625.5,4.0402403032289,0.39406706315579504,4.7,2.66374994220563,1.5260563034950492,1,0.434,2
13,0,3039.0,4.6155164780422355,0.2911759617060367,8.9,3.1048108685802283,1.552870507664608,1,0.943,3
3,5,2898.0,3.9223692974822906,0.504405055963068,0.5,2.2460147415056513,1.4350845252893227,1,0.387,2
12,0,3107.5,4.20663103795066,0.5323914016805512,3.6,2.533696813957432,1.552870507664608,2,0.259,6
10,5,3002.0,4.189427443468793,0.5122246446796981,0.3,2.411439497906128,1.5260563034950492,2,0.047,8
13,4,2787.5,4.3209487851652915,0.4252677354043441,8.9,2.9258461460898246,1.4586150226995167,1,0.789,3
13,6,3015.0,4.523146350509501,0.3694924476493468,3.698,2.9094660733965827,1.3363159913136493,1,0.921,3
0,0,2919.0,4.213755901102586,0.5253200699164433,10.8,2.5779415157551897,1.552870507664608,2,0.631,6
13,1,3088.0,4.470929970779615,0.4134332777573413,-1.4,2.5668705876394307,1.552870507664608,1,0.912,3
3,4,2674.5,4.35040696029342,0.48427628853245414,6.6,3.1048108685802283,1.2950011026734998,1,0.795,3
5,4,2704.0,4.106273133087375,0.4668737362368079,6.8,2.341805806147327,1.4816045409242156,1,0.783,2
4,9,2884.5,3.1480240838962494,0.6841064359077962,5.4,1.7774914974303502,1.552870507664608,2,0.688,8
2,0,2963.5,3.702289141023854,0.6491952930307625,4.9,1.8931119634883424,1.552870507664608,2,0.286,6
0,8,2808.5,4.132282401562493,0.6549259677397475,9.4,2.284930157755325,1.5260563034950492,2,0.884,6
0,5,2879.5,4.175924549214524,0.4343764516025845,3.0,2.7013612129514133,1.33500106673234,2,0.22,4
3,0,2947.5,4.338205355125032,0.4953058121079539,6.6,2.505525936990736,1.552870507664608,1,0.5,2
12,9,2980.0,3.1480240838962494,0.6846108495376588,2.3,2.122261538862764,1.552870507664608,2,0.941,8
1,8,2798.5,4.4479314095616,0.3400373027857091,3.2,2.861343370515339,1.33500106673234,1,0.226,2
9,5,2961.5,4.230185785133514,0.4643627493556498,4.9,2.463853240590168,1.4586150226995167,1,0.65,2
0,7,2907.5,3.2634667081960758,0.2577381960787088,7.1,2.601207105484161,1.552870507664608,2,0.985,9
12,3,3126.5,3.635399560333099,0.7030975114131134,4.677,1.8909258407225538,1.552870507664608,2,0.631,5
10,2,2774.5,4.4449192708355705,0.44782363228189437,4.7,2.489064659936664,1.6639260977181702,2,0.25,8
3,4,2670.5,4.218477763203211,0.5567545556543905,4.3,3.1048108685802283,1.5260563034950492,1,1.0,3
9,0,3006.5,4.364753306003425,0.5074198306311578,4.8,2.4574498035549612,1.552870507664608,1,0.75,2
9,4,2747.0,4.3221439250725044,0.4311328548567422,7.7,2.6210388241125804,1.410986973710262,1,0.609,2
1,8,2775.5,4.599252712224054,0.47933495667461984,12.4,2.7150258148386355,1.4350845252893227,1,0.968,2
2,3,2999.0,3.1480240838962494,0.7183274790902435,-0.78,2.2984766649495025,1.552870507664608,2,0.811,8
12,3,3120.0,3.7029056258470283,0.6760010217249748,8.639,2.113420173718083,1.552870507664608,2,0.774,6
3,1,2977.5,4.179191097632219,0.524136637825663,-1.192,2.959172018242189,1.501407168220395,1,0.708,3
12,7,3129.0,3.1480240838962494,0.49408629976169266,2.056,2.094576429264106,1.552870507664608,2,0.571,9
0,0,2935.5,4.4246070822090005,0.6075892921982987,9.7,2.609702078084434,1.552870507664608,2,0.123,4
0,5,2856.5,4.478018400327608,0.5658818295140691,1.6,1.9878743481543455,1.5686159179138452,2,0.78,4
12,3,3125.5,3.535349414982724,0.7183274790902435,4.787,1.7774914974303502,1.552870507664608,2,0.655,6
11,9,2932.0,4.570164576789276,0.35417181372061385,11.0,2.946279389834461,1.4816045409242156,1,0.765,3
0,4,2654.5,4.557134736949535,0.5405785819153384,10.7,2.7376090033437546,1.62924053973028,2,0.478,4
0,2,2625.5,4.169452034708907,0.7183274790902435,2.2,1.9878743481543455,1.6930434962888972,2,0.25,8
3,4,2671.0,4.268437915561019,0.5353230953663781,-1.4,3.1048108685802283,1.4350845252893227,1,0.974,3
0,3,2958.5,3.385271231111896,0.7183274790902435,-0.716,2.255703107093915,1.552870507664608,2,0.583,8
3,2,2662.0,4.590685791787117,0.3399189448920102,-1.4,2.970414465569701,1.2985554468118838,1,0.076,2
9,8,2910.0,4.465218225560646,0.3249778571954778,7.7,2.7245795030534206,1.308332819650179,1,0.542,1
7,3,3033.0,4.2893766633752355,0.5170064828410719,12.4,2.5157995132303705,1.552870507664608,1,0.955,3
